event_id,name,college_name,techfest_name,city,category,subcategory,event_type,min_team_size,max_team_size,team_possible,price,prize_pool,start_date,end_date,duration_days,description,tags,rating,popularity,college_rating,college_category,registration_link,contact_email,coordinates
191,Web Dev Workshop @ GHRCE Techfest,GHRCE Nagpur,GHRCE Techfest,Nagpur,Workshop,Web Dev Workshop,Team,3,4,True,2552,0,2026-08-21,2026-08-23,2,🚀 GHRCE Nagpur invites you to participate in Web Dev Workshop during GHRCE Techfest. A perfect platform for workshop enthusiasts to demonstrate their talents.,"Workshop, Web Dev Workshop, Notable, GHRCE Techfest, team-event",4.1,4.1,3.9,Notable,https://ghrce.raisoni.net/techfest/events/191,events@ghrce.raisoni.net/techfest,"21.1458° N, 79.0882° E"
192,Water Management @ Impulse,COEP Technological University,Impulse,Pune,Civil,Water Management,Team,2,4,True,673,6000,2026-08-08,2026-08-10,2,💡 Water Management at Impulse - COEP Technological University. Compete in this civil event and win exciting prizes! Open for all engineering students.,"Civil, Water Management, Premier Institute, Impulse, team-event",4.3,4.8,4.5,Premier Institute,https://impulse.coep.org.in/events/192,events@impulse.coep.org.in,"18.5204° N, 73.8567° E"
193,Circuit Design @ RSCOE Techfest,RSCOE Pune,RSCOE Techfest,Pune,Electronics,Circuit Design,Both,1,4,True,1220,4000,2026-08-12,2026-08-15,3,🎯 RSCOE Pune presents Circuit Design - an exciting electronics event at RSCOE Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Electronics, Circuit Design, Other Notable, RSCOE Techfest, team-event",4.0,4.2,3.8,Other Notable,https://rscoe.edu.in/techfest/events/193,events@rscoe.edu.in/techfest,"18.5204° N, 73.8567° E"
194,Robotics Workshop @ Technotron,GCOE Aurangabad,Technotron,Aurangabad,Workshop,Robotics Workshop,Solo,1,1,False,2187,0,2026-07-22,2026-07-23,1,🎯 GCOE Aurangabad presents Robotics Workshop - an exciting workshop event at Technotron! Test your skills and compete with the best minds from across Maharashtra.,"Workshop, Robotics Workshop, Notable, Technotron, solo-event",4.1,3.8,3.8,Notable,https://gcoea.ac.in/technotron/events/194,events@gcoea.ac.in/technotron,"19.8762° N, 75.3433° E"
195,CAD Design @ GHRCE Techfest,GHRCE Nagpur,GHRCE Techfest,Nagpur,Mechanical,CAD Design,Solo,1,1,False,2189,5000,2026-09-22,2026-09-24,2,🎯 Solo event - Individual participation only. Showcase your personal skills in Mechanical!,"Mechanical, CAD Design, Notable, GHRCE Techfest, solo-event",3.7,4.3,3.9,Notable,https://ghrce.raisoni.net/techfest/events/195,events@ghrce.raisoni.net/techfest,"21.1458° N, 79.0882° E"
196,PCB Design @ Axis,VNIT Nagpur,Axis,Nagpur,Electronics,PCB Design,Both,1,3,True,1039,30000,2026-05-09,2026-05-12,3,🚀 VNIT Nagpur invites you to participate in PCB Design during Axis. A perfect platform for electronics enthusiasts to demonstrate their talents.,"Electronics, PCB Design, Premier Institute, Axis, team-event",4.6,4.5,4.7,Premier Institute,https://axisvnit.org/events/196,events@axisvnit.org,"21.1458° N, 79.0882° E"
197,Hackathon @ Technovanza,VJTI Mumbai,Technovanza,Mumbai,Coding,Hackathon,Team,2,2,True,259,5000,2026-09-18,2026-09-19,1,👥 Team event - Form your dream team and compete together!,"Coding, Hackathon, Premier Institute, Technovanza, team-event",4.6,4.9,4.5,Premier Institute,https://technovanza.org/events/197,events@technovanza.org,"19.0760° N, 72.8777° E"
198,Case Study @ Sanskruti,KJ Somaiya Mumbai,Sanskruti,Mumbai,Management,Case Study,Team,3,3,True,146,5000,2026-06-10,2026-06-12,2,🚀 KJ Somaiya Mumbai invites you to participate in Case Study during Sanskruti. A perfect platform for management enthusiasts to demonstrate their talents.,"Management, Case Study, Highly Reputed, Sanskruti, team-event",4.1,4.4,4.3,Highly Reputed,https://sanskruti.somaiya.edu/events/198,events@sanskruti.somaiya.edu,"19.0760° N, 72.8777° E"
199,IoT Workshop @ Techfest,IIT Bombay,Techfest,Mumbai,Electronics,IoT Workshop,Solo,1,1,False,1892,4000,2026-09-12,2026-09-14,2,🚀 IIT Bombay invites you to participate in IoT Workshop during Techfest. A perfect platform for electronics enthusiasts to demonstrate their talents.,"Electronics, IoT Workshop, Premier Institute, Techfest, solo-event",5.0,5.0,4.8,Premier Institute,https://techfest.org/events/199,events@techfest.org,"19.0760° N, 72.8777° E"
200,IoT Workshop @ Symbiosis Techfest,SIT Pune,Symbiosis Techfest,Pune,Electronics,IoT Workshop,Team,3,4,True,1183,15000,2026-08-01,2026-08-02,1,🎯 SIT Pune presents IoT Workshop - an exciting electronics event at Symbiosis Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Electronics, IoT Workshop, Highly Reputed, Symbiosis Techfest, team-event",4.4,4.4,4.1,Highly Reputed,https://sitpune.edu.in/techfest/events/200,events@sitpune.edu.in/techfest,"18.5204° N, 73.8567° E"
201,Technical Writing @ Manthan,MPSTME Mumbai,Manthan,Mumbai,Technical Paper,Technical Writing,Both,1,4,True,73,10000,2026-07-15,2026-07-17,2,Join us for Technical Writing at MPSTME Mumbai's Manthan! This technical paper event challenges participants to showcase their expertise in technical paper domain.,"Technical Paper, Technical Writing, Notable, Manthan, team-event",4.2,4.1,4.0,Notable,https://mpstme.edu.in/manthan/events/201,events@mpstme.edu.in/manthan,"19.0760° N, 72.8777° E"
202,Hackathon @ Technovanza,VJTI Mumbai,Technovanza,Mumbai,Coding,Hackathon,Team,2,4,True,289,3000,2026-08-30,2026-09-02,3,Join us for Hackathon at VJTI Mumbai's Technovanza! This coding event challenges participants to showcase their expertise in coding domain.,"Coding, Hackathon, Premier Institute, Technovanza, team-event",4.4,4.6,4.5,Premier Institute,https://technovanza.org/events/202,events@technovanza.org,"19.0760° N, 72.8777° E"
203,Hackathon @ T-Spectra,TSEC Mumbai,T-Spectra,Mumbai,Coding,Hackathon,Team,3,3,True,47,3000,2026-07-22,2026-07-23,1,Join us for Hackathon at TSEC Mumbai's T-Spectra! This coding event challenges participants to showcase their expertise in coding domain.,"Coding, Hackathon, Notable, T-Spectra, team-event",4.2,4.2,3.9,Notable,https://tsec.edu.in/t-spectra/events/203,events@tsec.edu.in/t-spectra,"19.0760° N, 72.8777° E"
204,Bot Battle @ Synergy,DJ Sanghvi Mumbai,Synergy,Mumbai,Robotics,Bot Battle,Team,2,3,True,973,10000,2026-08-08,2026-08-10,2,🎯 DJ Sanghvi Mumbai presents Bot Battle - an exciting robotics event at Synergy! Test your skills and compete with the best minds from across Maharashtra.,"Robotics, Bot Battle, Highly Reputed, Synergy, team-event",4.3,4.2,4.3,Highly Reputed,https://synergy.djsce.ac.in/events/204,events@synergy.djsce.ac.in,"19.0760° N, 72.8777° E"
205,RC Car Racing @ Aaghaaz,IIIT Nagpur,Aaghaaz,Nagpur,Mechanical,RC Car Racing,Both,1,3,True,980,50000,2026-07-26,2026-07-27,1,💡 RC Car Racing at Aaghaaz - IIIT Nagpur. Compete in this mechanical event and win exciting prizes! Open for all engineering students.,"Mechanical, RC Car Racing, Highly Reputed, Aaghaaz, team-event",4.3,4.7,4.3,Highly Reputed,https://aaghaaz.org/events/205,events@aaghaaz.org,"21.1458° N, 79.0882° E"
206,Innovation Challenge @ Cumminspark,Cummins Pune,Cumminspark,Pune,Technical Paper,Innovation Challenge,Team,3,4,True,203,10000,2026-08-13,2026-08-15,2,👥 Team event - Form your dream team and compete together!,"Technical Paper, Innovation Challenge, Highly Reputed, Cumminspark, team-event",4.3,4.3,4.2,Highly Reputed,https://cumminspark.edu.in/events/206,events@cumminspark.edu.in,"18.5204° N, 73.8567° E"
207,Quiz @ Raitram,RAIT Navi Mumbai,Raitram,Navi Mumbai,Competition,Quiz,Both,1,4,True,82,2000,2026-09-04,2026-09-06,2,🚀 RAIT Navi Mumbai invites you to participate in Quiz during Raitram. A perfect platform for competition enthusiasts to demonstrate their talents.,"Competition, Quiz, Other Notable, Raitram, team-event",3.9,4.0,3.7,Other Notable,https://rait.edu.in/raitram/events/207,events@rait.edu.in/raitram,"19.0330° N, 73.0297° E"
208,Poster Making @ T-Spectra,TSEC Mumbai,T-Spectra,Mumbai,Design,Poster Making,Team,2,2,True,373,1000,2026-09-10,2026-09-12,2,💡 Poster Making at T-Spectra - TSEC Mumbai. Compete in this design event and win exciting prizes! Open for all engineering students.,"Design, Poster Making, Notable, T-Spectra, team-event",4.2,3.8,3.9,Notable,https://tsec.edu.in/t-spectra/events/208,events@tsec.edu.in/t-spectra,"19.0760° N, 72.8777° E"
209,Logo Design @ SFIT Techfest,SFIT Mumbai,SFIT Techfest,Mumbai,Design,Logo Design,Both,1,2,True,178,3000,2026-06-17,2026-06-19,2,🤝 Open for both solo and team participation!,"Design, Logo Design, Other Notable, SFIT Techfest, team-event",3.6,4.1,3.8,Other Notable,https://sfit.ac.in/techfest/events/209,events@sfit.ac.in/techfest,"19.0760° N, 72.8777° E"
210,Building Design @ SFIT Techfest,SFIT Mumbai,SFIT Techfest,Mumbai,Civil,Building Design,Solo,1,1,False,1312,6000,2026-10-18,2026-10-19,1,Join us for Building Design at SFIT Mumbai's SFIT Techfest! This civil event challenges participants to showcase their expertise in civil domain.,"Civil, Building Design, Other Notable, SFIT Techfest, solo-event",3.6,4.1,3.8,Other Notable,https://sfit.ac.in/techfest/events/210,events@sfit.ac.in/techfest,"19.0760° N, 72.8777° E"
211,Bridge Building @ MITE,MIT-WPU Pune,MITE,Pune,Mechanical,Bridge Building,Team,3,4,True,1378,20000,2026-08-30,2026-09-02,3,🚀 MIT-WPU Pune invites you to participate in Bridge Building during MITE. A perfect platform for mechanical enthusiasts to demonstrate their talents.,"Mechanical, Bridge Building, Highly Reputed, MITE, team-event",4.5,4.3,4.2,Highly Reputed,https://mite.mitwpu.edu.in/events/211,events@mite.mitwpu.edu.in,"18.5204° N, 73.8567° E"
212,CAD Design @ Aaghaaz,IIIT Nagpur,Aaghaaz,Nagpur,Mechanical,CAD Design,Solo,1,1,False,1028,10000,2026-05-05,2026-05-06,1,💡 CAD Design at Aaghaaz - IIIT Nagpur. Compete in this mechanical event and win exciting prizes! Open for all engineering students.,"Mechanical, CAD Design, Highly Reputed, Aaghaaz, solo-event",4.3,4.5,4.3,Highly Reputed,https://aaghaaz.org/events/212,events@aaghaaz.org,"21.1458° N, 79.0882° E"
213,Hackathon @ FCRIT Fest,FCRIT Navi Mumbai,FCRIT Fest,Navi Mumbai,Coding,Hackathon,Both,1,3,True,150,10000,2026-07-10,2026-07-12,2,💡 Hackathon at FCRIT Fest - FCRIT Navi Mumbai. Compete in this coding event and win exciting prizes! Open for all engineering students.,"Coding, Hackathon, Other Notable, FCRIT Fest, team-event",3.9,4.1,3.7,Other Notable,https://fcrit.ac.in/fest/events/213,events@fcrit.ac.in/fest,"19.0330° N, 73.0297° E"
214,Structural Design @ Cumminspark,Cummins Pune,Cumminspark,Pune,Civil,Structural Design,Team,2,2,True,962,6000,2026-05-07,2026-05-10,3,Join us for Structural Design at Cummins Pune's Cumminspark! This civil event challenges participants to showcase their expertise in civil domain.,"Civil, Structural Design, Highly Reputed, Cumminspark, team-event",4.0,4.3,4.2,Highly Reputed,https://cumminspark.edu.in/events/214,events@cumminspark.edu.in,"18.5204° N, 73.8567° E"
215,Go Kart Racing @ GHRCE Techfest,GHRCE Nagpur,GHRCE Techfest,Nagpur,Mechanical,Go Kart Racing,Solo,1,1,False,2261,50000,2026-06-06,2026-06-09,3,Join us for Go Kart Racing at GHRCE Nagpur's GHRCE Techfest! This mechanical event challenges participants to showcase their expertise in mechanical domain.,"Mechanical, Go Kart Racing, Notable, GHRCE Techfest, solo-event",4.1,3.7,3.9,Notable,https://ghrce.raisoni.net/techfest/events/215,events@ghrce.raisoni.net/techfest,"21.1458° N, 79.0882° E"
216,Finance Quiz @ Cumminspark,Cummins Pune,Cumminspark,Pune,Management,Finance Quiz,Solo,1,1,False,624,20000,2026-07-27,2026-07-30,3,Join us for Finance Quiz at Cummins Pune's Cumminspark! This management event challenges participants to showcase their expertise in management domain.,"Management, Finance Quiz, Highly Reputed, Cumminspark, solo-event",4.0,4.3,4.2,Highly Reputed,https://cumminspark.edu.in/events/216,events@cumminspark.edu.in,"18.5204° N, 73.8567° E"
217,Drone Racing @ Pinnacle,PCCOE Pune,Pinnacle,Pune,Robotics,Drone Racing,Both,1,2,True,385,10000,2026-06-09,2026-06-12,3,Join us for Drone Racing at PCCOE Pune's Pinnacle! This robotics event challenges participants to showcase their expertise in robotics domain.,"Robotics, Drone Racing, Notable, Pinnacle, team-event",3.9,4.4,4.0,Notable,https://pccoepune.edu.in/pinnacle/events/217,events@pccoepune.edu.in/pinnacle,"18.5204° N, 73.8567° E"
218,AI Challenge @ Expedition,PICT Pune,Expedition,Pune,Coding,AI Challenge,Solo,1,1,False,272,10000,2026-07-11,2026-07-14,3,💡 AI Challenge at Expedition - PICT Pune. Compete in this coding event and win exciting prizes! Open for all engineering students.,"Coding, AI Challenge, Highly Reputed, Expedition, solo-event",4.4,4.5,4.4,Highly Reputed,https://expedition.pict.edu/events/218,events@expedition.pict.edu,"18.5204° N, 73.8567° E"
219,Building Design @ Prerana,SPCE Mumbai,Prerana,Mumbai,Civil,Building Design,Team,3,4,True,597,3000,2026-06-19,2026-06-22,3,👥 Team event - Form your dream team and compete together!,"Civil, Building Design, Notable, Prerana, team-event",4.1,4.2,4.0,Notable,https://spce.ac.in/prerana/events/219,events@spce.ac.in/prerana,"19.0760° N, 72.8777° E"
220,AI/ML Workshop @ Manthan,MPSTME Mumbai,Manthan,Mumbai,Workshop,AI/ML Workshop,Both,1,3,True,2344,0,2026-07-05,2026-07-06,1,🤝 Open for both solo and team participation!,"Workshop, AI/ML Workshop, Notable, Manthan, team-event",4.2,4.4,4.0,Notable,https://mpstme.edu.in/manthan/events/220,events@mpstme.edu.in/manthan,"19.0760° N, 72.8777° E"
221,Technical Writing @ Technotron,GCOE Aurangabad,Technotron,Aurangabad,Technical Paper,Technical Writing,Team,3,5,True,162,10000,2026-07-08,2026-07-11,3,🚀 GCOE Aurangabad invites you to participate in Technical Writing during Technotron. A perfect platform for technical paper enthusiasts to demonstrate their talents.,"Technical Paper, Technical Writing, Notable, Technotron, team-event",4.1,3.8,3.8,Notable,https://gcoea.ac.in/technotron/events/221,events@gcoea.ac.in/technotron,"19.8762° N, 75.3433° E"
222,Embedded Systems @ Sanskruti,KJ Somaiya Mumbai,Sanskruti,Mumbai,Electronics,Embedded Systems,Both,1,2,True,738,15000,2026-07-07,2026-07-08,1,🎯 KJ Somaiya Mumbai presents Embedded Systems - an exciting electronics event at Sanskruti! Test your skills and compete with the best minds from across Maharashtra.,"Electronics, Embedded Systems, Highly Reputed, Sanskruti, team-event",4.0,4.2,4.3,Highly Reputed,https://sanskruti.somaiya.edu/events/222,events@sanskruti.somaiya.edu,"19.0760° N, 72.8777° E"
223,IoT Workshop @ Technovanza,VJTI Mumbai,Technovanza,Mumbai,Electronics,IoT Workshop,Team,3,5,True,448,15000,2026-09-04,2026-09-06,2,Join us for IoT Workshop at VJTI Mumbai's Technovanza! This electronics event challenges participants to showcase their expertise in electronics domain.,"Electronics, IoT Workshop, Premier Institute, Technovanza, team-event",4.7,4.8,4.5,Premier Institute,https://technovanza.org/events/223,events@technovanza.org,"19.0760° N, 72.8777° E"
224,Building Design @ Techtors,YCCE Nagpur,Techtors,Nagpur,Civil,Building Design,Both,1,2,True,1376,20000,2026-06-14,2026-06-16,2,🤝 Open for both solo and team participation!,"Civil, Building Design, Notable, Techtors, team-event",3.8,4.2,3.9,Notable,https://ycce.edu/techtors/events/224,events@ycce.edu/techtors,"21.1458° N, 79.0882° E"
225,RC Car Racing @ RSCOE Techfest,RSCOE Pune,RSCOE Techfest,Pune,Mechanical,RC Car Racing,Team,2,2,True,594,20000,2026-06-18,2026-06-19,1,🚀 RSCOE Pune invites you to participate in RC Car Racing during RSCOE Techfest. A perfect platform for mechanical enthusiasts to demonstrate their talents.,"Mechanical, RC Car Racing, Other Notable, RSCOE Techfest, team-event",3.7,3.7,3.8,Other Notable,https://rscoe.edu.in/techfest/events/225,events@rscoe.edu.in/techfest,"18.5204° N, 73.8567° E"
226,Structural Design @ PVG Techfest,PVGCOET Pune,PVG Techfest,Pune,Civil,Structural Design,Solo,1,1,False,945,6000,2026-09-16,2026-09-19,3,🚀 PVGCOET Pune invites you to participate in Structural Design during PVG Techfest. A perfect platform for civil enthusiasts to demonstrate their talents.,"Civil, Structural Design, Other Notable, PVG Techfest, solo-event",3.8,3.7,3.7,Other Notable,https://pvgcoet.ac.in/techfest/events/226,events@pvgcoet.ac.in/techfest,"18.5204° N, 73.8567° E"
227,Treasure Hunt @ SFIT Techfest,SFIT Mumbai,SFIT Techfest,Mumbai,Competition,Treasure Hunt,Solo,1,1,False,269,5000,2026-06-06,2026-06-07,1,💡 Treasure Hunt at SFIT Techfest - SFIT Mumbai. Compete in this competition event and win exciting prizes! Open for all engineering students.,"Competition, Treasure Hunt, Other Notable, SFIT Techfest, solo-event",4.0,3.9,3.8,Other Notable,https://sfit.ac.in/techfest/events/227,events@sfit.ac.in/techfest,"19.0760° N, 72.8777° E"
228,Robo Race @ Axis,VNIT Nagpur,Axis,Nagpur,Robotics,Robo Race,Team,3,5,True,656,50000,2026-10-19,2026-10-21,2,🚀 VNIT Nagpur invites you to participate in Robo Race during Axis. A perfect platform for robotics enthusiasts to demonstrate their talents.,"Robotics, Robo Race, Premier Institute, Axis, team-event",4.8,4.8,4.7,Premier Institute,https://axisvnit.org/events/228,events@axisvnit.org,"21.1458° N, 79.0882° E"
229,Go Kart Racing @ Vihaan,VIT Pune,Vihaan,Pune,Mechanical,Go Kart Racing,Both,1,4,True,1849,10000,2026-08-01,2026-08-03,2,💡 Go Kart Racing at Vihaan - VIT Pune. Compete in this mechanical event and win exciting prizes! Open for all engineering students.,"Mechanical, Go Kart Racing, Highly Reputed, Vihaan, team-event",4.4,4.2,4.2,Highly Reputed,https://vihaan.vit.edu/events/229,events@vihaan.vit.edu,"18.5204° N, 73.8567° E"
230,Project Exhibition @ Raitram,RAIT Navi Mumbai,Raitram,Navi Mumbai,Electronics,Project Exhibition,Both,1,2,True,1989,30000,2026-06-18,2026-06-19,1,Join us for Project Exhibition at RAIT Navi Mumbai's Raitram! This electronics event challenges participants to showcase their expertise in electronics domain.,"Electronics, Project Exhibition, Other Notable, Raitram, team-event",3.7,3.7,3.7,Other Notable,https://rait.edu.in/raitram/events/230,events@rait.edu.in/raitram,"19.0330° N, 73.0297° E"
231,Code Debugging @ Symbiosis Techfest,SIT Pune,Symbiosis Techfest,Pune,Coding,Code Debugging,Team,2,3,True,229,3000,2026-09-14,2026-09-15,1,🎯 SIT Pune presents Code Debugging - an exciting coding event at Symbiosis Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Coding, Code Debugging, Highly Reputed, Symbiosis Techfest, team-event",3.9,4.1,4.1,Highly Reputed,https://sitpune.edu.in/techfest/events/231,events@sitpune.edu.in/techfest,"18.5204° N, 73.8567° E"
232,AI Challenge @ Cognizance,IIIT Pune,Cognizance,Pune,Coding,AI Challenge,Both,1,2,True,130,5000,2026-09-21,2026-09-22,1,🤝 Open for both solo and team participation!,"Coding, AI Challenge, Highly Reputed, Cognizance, team-event",4.1,4.4,4.4,Highly Reputed,https://cognizance.org.in/events/232,events@cognizance.org.in,"18.5204° N, 73.8567° E"
233,Project Exhibition @ Bharati Techfest,BVUCOE Pune,Bharati Techfest,Pune,Electronics,Project Exhibition,Team,3,5,True,1311,8000,2026-05-14,2026-05-15,1,🚀 BVUCOE Pune invites you to participate in Project Exhibition during Bharati Techfest. A perfect platform for electronics enthusiasts to demonstrate their talents.,"Electronics, Project Exhibition, Notable, Bharati Techfest, team-event",3.9,4.2,3.9,Notable,https://bvucoepune.edu.in/techfest/events/233,events@bvucoepune.edu.in/techfest,"18.5204° N, 73.8567° E"
234,AI Challenge @ Techyon,WCE Sangli,Techyon,Sangli,Coding,AI Challenge,Team,2,4,True,234,3000,2026-09-03,2026-09-04,1,Join us for AI Challenge at WCE Sangli's Techyon! This coding event challenges participants to showcase their expertise in coding domain.,"Coding, AI Challenge, Highly Reputed, Techyon, team-event",4.2,4.4,4.3,Highly Reputed,https://techyon.wce.ac.in/events/234,events@techyon.wce.ac.in,"16.8637° N, 74.5696° E"
235,Pick and Place Robot @ Expedition,PICT Pune,Expedition,Pune,Robotics,Pick and Place Robot,Both,1,3,True,1084,20000,2026-07-15,2026-07-18,3,🚀 PICT Pune invites you to participate in Pick and Place Robot during Expedition. A perfect platform for robotics enthusiasts to demonstrate their talents.,"Robotics, Pick and Place Robot, Highly Reputed, Expedition, team-event",4.5,4.5,4.4,Highly Reputed,https://expedition.pict.edu/events/235,events@expedition.pict.edu,"18.5204° N, 73.8567° E"
236,Marketing Challenge @ Raitram,RAIT Navi Mumbai,Raitram,Navi Mumbai,Management,Marketing Challenge,Both,1,2,True,702,20000,2026-08-08,2026-08-10,2,🎯 RAIT Navi Mumbai presents Marketing Challenge - an exciting management event at Raitram! Test your skills and compete with the best minds from across Maharashtra.,"Management, Marketing Challenge, Other Notable, Raitram, team-event",4.0,3.9,3.7,Other Notable,https://rait.edu.in/raitram/events/236,events@rait.edu.in/raitram,"19.0330° N, 73.0297° E"
237,Water Management @ Axis,VNIT Nagpur,Axis,Nagpur,Civil,Water Management,Team,3,5,True,899,10000,2026-07-07,2026-07-08,1,💡 Water Management at Axis - VNIT Nagpur. Compete in this civil event and win exciting prizes! Open for all engineering students.,"Civil, Water Management, Premier Institute, Axis, team-event",4.6,4.8,4.7,Premier Institute,https://axisvnit.org/events/237,events@axisvnit.org,"21.1458° N, 79.0882° E"
238,Logo Design @ Symbiosis Techfest,SIT Pune,Symbiosis Techfest,Pune,Design,Logo Design,Team,3,3,True,150,10000,2026-07-28,2026-07-29,1,🎯 SIT Pune presents Logo Design - an exciting design event at Symbiosis Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Design, Logo Design, Highly Reputed, Symbiosis Techfest, team-event",4.1,4.4,4.1,Highly Reputed,https://sitpune.edu.in/techfest/events/238,events@sitpune.edu.in/techfest,"18.5204° N, 73.8567° E"
239,Project Exhibition @ VESITech,VESIT Mumbai,VESITech,Mumbai,Electronics,Project Exhibition,Team,3,4,True,1006,15000,2026-06-06,2026-06-09,3,Join us for Project Exhibition at VESIT Mumbai's VESITech! This electronics event challenges participants to showcase their expertise in electronics domain.,"Electronics, Project Exhibition, Notable, VESITech, team-event",4.2,3.8,3.9,Notable,https://vesit.edu.in/techfest/events/239,events@vesit.edu.in/techfest,"19.0760° N, 72.8777° E"
240,Line Follower @ GHRCE Techfest,GHRCE Nagpur,GHRCE Techfest,Nagpur,Robotics,Line Follower,Both,1,3,True,1088,50000,2026-07-30,2026-08-01,2,🎯 GHRCE Nagpur presents Line Follower - an exciting robotics event at GHRCE Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Robotics, Line Follower, Notable, GHRCE Techfest, team-event",4.2,3.7,3.9,Notable,https://ghrce.raisoni.net/techfest/events/240,events@ghrce.raisoni.net/techfest,"21.1458° N, 79.0882° E"
241,UI/UX Challenge @ Vihaan,VIT Pune,Vihaan,Pune,Design,UI/UX Challenge,Team,2,3,True,370,1000,2026-08-28,2026-08-30,2,🎯 VIT Pune presents UI/UX Challenge - an exciting design event at Vihaan! Test your skills and compete with the best minds from across Maharashtra.,"Design, UI/UX Challenge, Highly Reputed, Vihaan, team-event",4.0,4.1,4.2,Highly Reputed,https://vihaan.vit.edu/events/241,events@vihaan.vit.edu,"18.5204° N, 73.8567° E"
242,Model Making @ Yantra,Ramdeobaba Nagpur,Yantra,Nagpur,Competition,Model Making,Both,1,4,True,63,5000,2026-05-21,2026-05-23,2,🚀 Ramdeobaba Nagpur invites you to participate in Model Making during Yantra. A perfect platform for competition enthusiasts to demonstrate their talents.,"Competition, Model Making, Notable, Yantra, team-event",4.2,3.8,4.0,Notable,https://rknpec.edu.in/yantra/events/242,events@rknpec.edu.in/yantra,"21.1458° N, 79.0882° E"
243,Building Design @ SGGSTech,SGGSIE&T Nanded,SGGSTech,Nanded,Civil,Building Design,Both,1,3,True,1484,6000,2026-07-16,2026-07-18,2,🤝 Open for both solo and team participation!,"Civil, Building Design, Other Notable, SGGSTech, team-event",3.7,3.7,3.8,Other Notable,https://sggs.ac.in/techfest/events/243,events@sggs.ac.in/techfest,"19.1383° N, 77.3210° E"
244,HR Summit @ Cognizance,IIIT Pune,Cognizance,Pune,Management,HR Summit,Solo,1,1,False,700,2000,2026-07-26,2026-07-27,1,Join us for HR Summit at IIIT Pune's Cognizance! This management event challenges participants to showcase their expertise in management domain.,"Management, HR Summit, Highly Reputed, Cognizance, solo-event",4.3,4.3,4.4,Highly Reputed,https://cognizance.org.in/events/244,events@cognizance.org.in,"18.5204° N, 73.8567° E"
245,Model Making @ Techtors,YCCE Nagpur,Techtors,Nagpur,Competition,Model Making,Solo,1,1,False,102,5000,2026-05-26,2026-05-29,3,🎯 YCCE Nagpur presents Model Making - an exciting competition event at Techtors! Test your skills and compete with the best minds from across Maharashtra.,"Competition, Model Making, Notable, Techtors, solo-event",4.0,4.1,3.9,Notable,https://ycce.edu/techtors/events/245,events@ycce.edu/techtors,"21.1458° N, 79.0882° E"
246,IoT Workshop @ Impulse,COEP Technological University,Impulse,Pune,Electronics,IoT Workshop,Both,1,3,True,1368,8000,2026-06-28,2026-06-30,2,Join us for IoT Workshop at COEP Technological University's Impulse! This electronics event challenges participants to showcase their expertise in electronics domain.,"Electronics, IoT Workshop, Premier Institute, Impulse, team-event",4.8,4.4,4.5,Premier Institute,https://impulse.coep.org.in/events/246,events@impulse.coep.org.in,"18.5204° N, 73.8567° E"
247,Building Design @ GHRCE Techfest,GHRCE Nagpur,GHRCE Techfest,Nagpur,Civil,Building Design,Solo,1,1,False,376,20000,2026-06-05,2026-06-08,3,🚀 GHRCE Nagpur invites you to participate in Building Design during GHRCE Techfest. A perfect platform for civil enthusiasts to demonstrate their talents.,"Civil, Building Design, Notable, GHRCE Techfest, solo-event",4.0,3.9,3.9,Notable,https://ghrce.raisoni.net/techfest/events/247,events@ghrce.raisoni.net/techfest,"21.1458° N, 79.0882° E"
248,Project Presentation @ Impulse,SPIT Mumbai,Impulse,Mumbai,Technical Paper,Project Presentation,Team,2,2,True,205,5000,2026-07-23,2026-07-24,1,🚀 SPIT Mumbai invites you to participate in Project Presentation during Impulse. A perfect platform for technical paper enthusiasts to demonstrate their talents.,"Technical Paper, Project Presentation, Highly Reputed, Impulse, team-event",4.6,4.8,4.4,Highly Reputed,https://spitimpulse.in/events/248,events@spitimpulse.in,"19.0760° N, 72.8777° E"
249,Model Making @ Impulse,COEP Technological University,Impulse,Pune,Competition,Model Making,Both,1,2,True,4,20000,2026-09-19,2026-09-21,2,Join us for Model Making at COEP Technological University's Impulse! This competition event challenges participants to showcase their expertise in competition domain.,"Competition, Model Making, Premier Institute, Impulse, team-event",4.4,4.7,4.5,Premier Institute,https://impulse.coep.org.in/events/249,events@impulse.coep.org.in,"18.5204° N, 73.8567° E"
250,Quiz @ Technovanza,AIT Pune,Technovanza,Pune,Competition,Quiz,Solo,1,1,False,20,10000,2026-09-17,2026-09-20,3,💡 Quiz at Technovanza - AIT Pune. Compete in this competition event and win exciting prizes! Open for all engineering students.,"Competition, Quiz, Highly Reputed, Technovanza, solo-event",4.4,4.2,4.1,Highly Reputed,https://aitpune.edu.in/technovanza/events/250,events@aitpune.edu.in/technovanza,"18.5204° N, 73.8567° E"
